"","Conversacion","Cortes_Descortes","Llama_Atencion","Mediodeexpresion","F0_Inicial","F0_Final","F0_Media","F0_Maxima","F0_Minima","Intensidad_Maxima","Intensidad_Minima","Intensidad_Primera","Intensidad_Ultima","Intensidad_Media","Silabas","Duracion","Duracion_Pausa_Anterior","Duracion_Pausa_Posterior","Continuacion_Pausa","Curva_Melodica","Otro_Curva_Melodica","Inflexion_Local_Interna","Tonema","Unidad_Del_Discurso","Valormodal","Otro_Valor_Modal","Fenomeno_Tonal","Fenomeno_Duracion","Fenomeno_Pausas","Fenomeno_Velocidad","Fenomeno_Amplitud","Unidad_Fonica","Estrategia_Pragmatica","Efecto_Pragmatico_Asociado","Elemento_Analizado","Fragmento","cantidad","cantidad_Medio"
"43","VALESCO 114A","descortés","acento;duración;entonación;velocidad de habla","Intensificación",364,308,360,434,249.8,89,68,83,88,84,16,3,0,0.6,"continúa otro hablante","circunfleja","FORMA ENTONATIVA EXPRESIVA","ascendente_descendente","circunflejo","acto","aserción","desconocido","desconocido","ninguno","ninguno","ninguno","campo tonal alto","cláusula entonativa","recriminación;rechazo;Ofrecer información","desconocido","y se INFLAMAAN ↑
","C: y se INFLAMAAN ↑/ con el FRÍOO/// SABIONDO
A: °(¡me cago en la puta [((madre!)) )°=]
C: [síi]
A: = pueh anda quee (( ))
C: Y SE INFLAMAN LOS HUESOS CON EL FRÍO↓ SI NO TE SABE MAAL
",1,159
"44","VALESCO 114A","descortés","acento;entonación","Intensificación",106,380,307,389,106,89,70,70,81,83,16,3,0.2,2,"continúa otro hablante","desconocido","desconocido","ascendente_descendente","ascendente","Intervención reactivo-iniciativa","exclamación","Interrogativa-Exclamativa","ascenso brusco de la curva melódica","alargamiento","desconocido","velocidad de habla rápida","campo tonal alto","cláusula entonativa","reproche;Ofrecer información","desconocido","C: ¡ HOMBRE!// ¡pa(ra) sacártelas! ¿así cómo te vas a curaar↑? (2”)","A: ¿y pa(ra) queé?
C: ¡ HOMBRE!// ¡pa(ra) sacártelas! ¿así cómo te vas a curaar↑? (2”)",51,159
"45","VALESCO 84A","cortés","entonación","Atenuación",159,191,160,218,127,89,73,77,79,85,24,3,0,0,"desconocido","declinación","declinación con énfasis internos","ascendente_descendente","desconocido","turno","pregunta","desconocido","entonación suspendida","desconocido","ninguno","ninguno","campo tonal bajo","grupo entonativo","petición","desconocido","Yo no te quiero agobiar pero me gustaría también saber lo que te pasa.",NA,156,62
"46","VALESCO 165A","cortés","entonación","Atenuación",147.7,147.5,163.2,278.5,103.8,89,72,88,87,84,22,3,0,36,"continúa otro hablante","circunfleja","desconocido","descendente","suspendido","acto;Intervención reactiva;turno","aserción","desconocido","entonación circunfleja","ninguno","sin pausas","ninguno","ninguno","grupo entonativo","desacuerdo;consejos","desconocido","A: vale pero no- que no sea muy GRANde porque eso es una cosa pequeñita→","A: me da igual ma- es que no lo sé si es de estrella­ o es de los otros­ [cuando]
B:[es que-] es que  tel puedo dejar dos el de estrella yy [el otro]
A:[vale] pero no- que no sea muy GRANde porque eso es una cosa pequeñita→",156,62
"47","VALESCO 194A","desconocido","entonación","desconocido",296,253,299,527,83,86,63,82,84,82,14,3,0,0,"continúa un solapamiento","inclinación","desconocido","ascendente_descendente","ascendente","desconocido","desconocido","desconocido","ascenso brusco de la curva melódica","ninguno","sin pausas","velocidad de habla rápida","campo tonal alto","grupo entonativo","desconocido","desconocido","M:[sii hemos ido aal-] hemos ido aa-  aal medio del pueblo↑ ella no- en la carretera del puertoo/ ¡OOOH!","A: [es que hemos ido a la ((   ))]
M:[sii hemos ido aal-] hemos ido aa-  aal medio del pueblo↑ ella no- en la carretera del puertoo/ ¡OOOH! RISAS
M: y se cree que es l’ ama dee [¡hombre!]: [de la carretera]",156,27
"48","VALESCO 194A","cortés","acento;entonación","Atenuación",127,140,121,142,83,85,59,64,81,77,16,3,0,0,"continúa otro hablante","Otro (especificar bajo)","horizontal sin cambios bruscos","ninguna","ascendente","acto;Intervención reactivo-iniciativa;turno","aserción","desconocido","ninguno","ninguno","pocas pausas","ninguno","campo tonal bajo","cláusula entonativa","Ofrecer información","Ninguno","P: pues delante del (primer plan)/// yo no sé lo que es el A↑","M: § GIRA A LA IZQUIERDA CUANDO PUEDAS / SI ESTÁS AHÍ ↑ DELANTE DEL A ¿¡DÓNDE GIRAS A LA IZQUIERDA/ COJONES!?
P: pues delante del (primer plan)/// yo no sé lo que es el A↑
?: es un ((   ))
P: pues delante del (primer plan)/// yo no sé lo que es el A↑",51,62
"49","VALESCO 171A","descortés","entonación","Intensificación",273.4,267.3,253.4,348.7,80.4,81,64,74,68,75,17,3,0,0,"continúa un solapamiento","circunfleja","desconocido","descendente","suspendido","acto;Intervención reactivo-iniciativa","aserción","desconocido","entonación circunfleja","ninguno","pocas pausas","ninguno","campo tonal alto","grupo entonativo","recriminación;desacuerdo","desconocido","A: ¿AQUÍ DICES? AHÍ ESTÁ MUY FEO↓ Y PUES EN LA OTRA AÚN→","C: aquí está feo ((    )) aquí está feo§
A: §¿AQUÍ DICES? [AHÍ ESTÁ MUY FEO↓ Y PUES EN LA OTRA AÚN→/ ¡AAH!]
B:[no está muy feo no está muy feo pero ahí está] muy bueno",156,159
"50","VALESCO 183A","cortés","entonación","Intensificación",282,273.2,276.3,331.8,120.8,80,57,79,70,73,19,3,0.7,0,"el otro hablante toma inmediatamente la palabra","suspensión","desconocido","ascendente_descendente","suspendido","acto","aserción","desconocido","entonación circunfleja","alargamiento","pausas cortas","velocidad de habla lenta","campo tonal alto","grupo entonativo","broma afiliadora;manifestación de empatía","desconocido","B: en esos momentos te vas acordar dee/ lo primero que haces es→","C: pero se oye un terremoto y yo me muero yo ya ni me acuerdo↓ donde me han dicho que me meta
B: en esos momentos te vas acordar dee/ lo primero que haces es→",156,159
"51","VALESCO 171A","descortés","entonación","Intensificación",209.9,85.5,221.1,314,85.4,78,54,68,63,71,16,3,0,0,"continúa un solapamiento","declinación","desconocido","ascendente_descendente","suspendido","acto","aserción","desconocido","ascenso brusco de la curva melódica","ninguno","pocas pausas","ninguno","ninguno","grupo entonativo","recriminación;desacuerdo","desconocido","B: mordiscos de realidad tía↓ bites son mordiscos↓","A: ¿más reality? ¿reality bites?
B: mor[discos de realidad]
A: [es bo- boca]ditos a la realidad
B: mordiscos de realidad tía↓ [bites son mordiscos↓]
A: [pero ahí ponía bajito­] peroo entre pa[réntesis ((   ))]",156,159
"52","VALESCO 140A","cortés","acento;entonación","Intensificación",140,85,153,207,80,72,87,86,71,89,17,3,0.5,0,"continúa otro hablante","declinación","desconocido","ascendente_descendente","descendente","acto;Intervención reactivo-iniciativa;turno","negación","desconocido","entonación circunfleja","ninguno","pocas pausas","ninguno","ninguno","grupo entonativo","desacuerdo;Ofrecer información","desconocido","B: =aún aún aún ¡NO↓! pero que lo iba a dejar enn breve/","A: no↓ pero a mí me dijo que aún no lo había dejao§
C:§sí lo ha dejao§
B:§¡NO↓ que [((lo iba a de-))=]
C:[lo que pasa es que→]
B: =aún aún aún ¡NO↓! pero que lo iba a dejar enn breve/",51,159
"53","VALESCO 171A","descortés","entonación","Intensificación",110.8,385,237.2,390.6,104.2,68,50,60,58,61,11,3,0,0.6,"continúa otro hablante","circunfleja","desconocido","descendente_ascendente","ascendente","subacto","aserción","desconocido","entonación suspendida","alargamiento","pocas pausas","velocidad de habla lenta","campo tonal alto","cláusula entonativa","desacuerdo","desconocido","A: °no↓° o gestos o preguntas o dibujar↑","A: sí sí sí noo que cada casilla es como- como el trivial que en cada casilla te toca [o gestos]
C:[((   ))] hay un juego ¿no?§
A:                 § °no↓° o gestos o preguntas o dibujar↑
B: eso está bien
A: o- o tabú
",156,159
"54","VALESCO 114A","descortés","acento;duración;entonación","Intensificación",198,250,274,352,194,87,72,87,80,80,19,2.88,0,0,"el otro hablante toma inmediatamente la palabra","inclinación","desconocido","ascendente_descendente","ascendente","acto;Intervención iniciativo-reactiva","aserción","Reproche","ninguno","alargamiento","ninguno","velocidad de habla rápida","desconocido","cláusula entonativa","recriminación","Ninguno","C: pues nene↑ me he gas↑tado CUATRO MIL pesetas en lah medicinas ¿eh?","C: pues nene↑ me he gas↑tado CUATRO MIL pesetas en lah medicinas ¿eh?
A: ¿y pa(ra) queé?",11,159
"55","VALESCO 130A","descortés","acento","Intensificación",264.4,251,262.3,346.2,76.5,90,71,88,80,85,13,2.8,0,0,"el otro hablante toma inmediatamente la palabra","circunfleja","desconocido","ninguna","circunflejo","acto","aserción","desconocido","entonación circunfleja","ninguno","pocas pausas","ninguno","campo tonal alto","grupo entonativo","reproche","desconocido","L: o la-la semana pasá-me la diste/ NOO","M: todos los días coges / [mucho o poco pero]
L:[las quinientas pesetas] que me das­↑
M: pues quinientas pesetas§
L:§¿eh? a veces ni me las das↓
M: pues cuando te [las merezcas]
L: [o la-la] semana pasá-me la diste / NOO§    
M:§((...)) pero ya la coges de tus hermanos no necesitas paga
",23,159
"56","VALESCO 130A","descortés","acento;entonación","Intensificación",218.1,288.1,223.8,297.5,72.3,89,74,84,84,84,12,2.8,0,0.1,"continúa otro hablante","inclinación","desconocido","descendente_ascendente","ascendente","acto","aserción","desconocido","ascenso brusco de la curva melódica","ninguno","pausas largas","ninguno","campo tonal alto","grupo entonativo","reproche;desacuerdo","desconocido","L: (...) pues ¡madre mía! // ¡cómo que él me da mucho↑!","M: y nada tu padre mira / se acuerda de ti↑­ siempre↑­ y vosotros de él no
L: º(¿mi padre? sí↓)º /// pues ¡madre mía! // ¡cómo que él me da mucho↑!
M: pues todo lo que tienes // él es el que traee-el cabeza de familia el que trae dinero a casa // sino fuera por él­↑ // ¿qué haríamos?
",51,159
"57","VALESCO 140A","descortés","acento;entonación","Intensificación;Fórmulas indirectas",138,225,162.9,228,127,76,84,86,75,89,22,2.8,0.2,0,"continúa otro hablante","inclinación","desconocido","ascendente_descendente","circunflejo","acto;Intervención reactivo-iniciativa","pregunta","Interrogación RETÓRICA","entonación circunfleja","ninguno","sin pausas","velocidad de habla rápida","campo tonal alto","grupo entonativo","desacuerdo;rechazo","desconocido","¿pero no ves que cada clase me van cambiando↓ y no voy nunca con nadie?","C:[ayy pues// no te] preocupes↓ que yo he estao conociendo a gente todos los años de la carrera§
D: §¿pero no ves que cada clase me van cambiando↓ y no voy nunca con nadie?",51,5
"58","VALESCO 171A","descortés","acento;entonación","Intensificación",242.2,368.4,224.7,373.2,82.3,68,49,61,55,61,15,2.8,1,1.8,"continúa el mismo hablante","inclinación","desconocido","ascendente_descendente","ascendente","acto","aserción","AMENAZA","ascenso brusco de la curva melódica","ninguno","pausas cortas","ninguno","campo tonal alto","grupo entonativo","desconocido","desconocido","A: (... ) la una y veintinueve minutos COMO NO ME SUENE↑ (...)","C: ya va el mío a ver ¿qué hora es?
B: [(RISAS)]
A: [jolín lo acabas de mirar ¿eh?]// la una y veintinueve minutos COMO NO ME SUENE↑/// te voy a ((matar))",51,159
"59","VALESCO 183A","cortés","entonación","Atenuación;Humor",0,0,321.6,0,0,NA,NA,NA,NA,75,9,2.8,0,0,"desconocido","desconocido","desconocido","desconocido","desconocido","acto","aserción","desconocido","ascenso brusco de la curva melódica","ninguno","desconocido","desconocido","desconocido","grupo entonativo","broma afiliadora;petición","desconocido","A: mm/ bueno pero guarda cuatro (RISAS)","C: [guárdame=]
A: [mañana↑]
C: = sitio si llegas tú antes→/ ¿vale? o si llego yo ¿te guardo?
A: mm/ bueno pero guarda cuatro (RISAS)
C: a ti y a- y  [tres más]",156,2
"60","VALESCO 130A","cortés","acento;duración;entonación","Atenuación",203.7,176.4,197.8,248.8,74.8,89,73,80,80,83,14,2.7,0,0,"continúa un solapamiento","circunfleja","desconocido","ninguna","suspendido","subacto","aserción","desconocido","entonación suspendida","alargamiento","sin pausas","velocidad de habla lenta","ninguno","cláusula entonativa","reproche","desconocido","M: (...) habértelo llevao y ella te hubiese explicadoo→","M: [has i-] has ido a ca tu amiga↑ // habértelo llevao y ella te hubiese explica[doo→=]
L:[mm]      
M: =las cosas
L: está pa que le explique yo a ella↑",11,62
"61","VALESCO 130A","descortés","acento;entonación","Intensificación",248.7,278.4,223.8,292.5,182.2,89,74,84,82,85,13,2.5,0,0,"el otro hablante toma inmediatamente la palabra","circunfleja","desconocido","descendente_ascendente","ascendente","acto","aserción","desconocido","ascenso brusco de la curva melódica","ninguno","sin pausas","ninguno","ninguno","grupo entonativo","reproche","desconocido","M: (...) que no-no está yendo ni a repaso ni a nada↑","M: [lo mismo que la Verónica] que no-no está yendo ni a repaso ni a nada↑§
L: §MAMÁ la Amparo Verónica↑ está en sexto o quinto de E.G.B ahora no me acuerdo bien está en sexto de E.G.B§
M:  §yy saca siempre notables; sobresalientes y está
",51,159
"62","VALESCO 114A","cortés","entonación","Atenuación",210,200,225,360,225,89,75,87,82,84,16,2.5,0.6,0.2,"continúa otro hablante","declinación","desconocido","ninguna","descendente","Intervención iniciativa;turno","pregunta","desconocido","ascenso brusco de la curva melódica","ninguno","ninguno","ninguno","campo tonal alto","cláusula entonativa","invitación","desconocido","C: cordero↑/","C: yy/// cordero↑/ torraico↑ ¿o no te gusta a ti el cordero?§
B: § que síi
C: chuletillas de cordero torrao↑ [¿eh?]
",156,62
"63","VALESCO 114A","descortés","acento;entonación","Intensificación",221,323,303,378.5,91.7,89,76,83,84,83,22,2.5,0.2,0.1,"continúa otro hablante","inclinación","desconocido","desconocido","circunflejo","subacto","exhortación","desconocido","ascenso brusco de la curva melódica","ninguno","pausas cortas","velocidad de habla rápida","desconocido","grupo entonativo","recriminación;mandato","desconocido","C: pero si tú te pones tu correa y tus pantalones que tienes abrigaos→
","C: pero si tú te pones tu correa y tus [pantalones que=]
A:[(es)cucha]
C: = tienes abrigaos→
A: mira cómo ahí no se meten§
C: § ahí tienes abrigaos→ si tú lo que tieneh frío (( )) cuando se inflaman los huesos es porque cogeh frío
",51,159
